StuID,checkinTime,ProofPath,checkinType,IsSuc,checkinResult
201416920101,2017-07-11 15:06:02,qqq,Auto,True,
201416920102,2017-07-11 15:06:55,aaa,Auto,False,
201416920104,2017-07-11 15:07:21,zzz,Auto,False,
201416920106,2017-07-11 15:07:35,Auto,Random,none,init
201416920219,2017-07-11 15:07:35,Auto,Random,none,init
201416920220,2017-07-11 15:07:35,Auto,Random,none,init
201416920101,2017-07-11 15:06:02,qqq,Auto,True,出勤
201416920102,2017-07-11 15:06:55,aaa,Auto,False,缺勤
201416920104,2017-07-11 15:07:21,zzz,Auto,False,缺勤
201416920105,2017-07-11 15:10:41,none,Auto,False,缺勤
