StuID,checkinTime,ProofPath,checkinType,IsSuc,checkinResult
201416920403,2017-07-13 10:34:38,Auto,Random,none,init
201416920403,2017-07-13 10:35:34,www,Random,False,
201416920403,2017-07-13 10:36:06,wqq,Auto,True,
201416920101,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920102,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920104,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920105,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920106,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920215,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920217,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920218,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920219,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920220,2017-07-13 10:39:34,none,Auto,False,缺勤
201412030210,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920401,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920403,2017-07-13 10:36:06,wqq,Auto,True,早退
201416920405,2017-07-13 10:39:34,none,Auto,False,缺勤
201416920406,2017-07-13 10:39:34,none,Auto,False,缺勤
