StuID,checkinTime,ProofPath,checkinType,IsSuc,checkinResult
201416920101,2017-07-13 09:36:33,Auto,Random,none,init
201416920104,2017-07-13 09:36:33,Auto,Random,none,init
201416920105,2017-07-13 09:36:33,Auto,Random,none,init
201416920218,2017-07-13 09:36:33,Auto,Random,none,init
201416920101,2017-07-13 09:37:23,woshi,Auto,False,
201416920101,2017-07-13 09:37:45,woshi,Random,False,
201416920101,2017-07-13 09:38:01,woshi,Random,True,
201416920101,2017-07-13 09:38:47,aoas,Auto,False,
201416920102,2017-07-13 09:38:59,awsac,Auto,False,
201416920104,2017-07-13 09:39:36,wosasc,Auto,False,
201416920401,2017-07-13 09:40:20,woshi,Auto,False,出勤
201416920104,2017-07-13 09:40:54,woshiv,Random,False,
201416920106,2017-07-13 09:41:22,woshi,Auto,True,
201416920101,2017-07-13 09:38:47,aoas,Auto,False,出勤
201416920102,2017-07-13 09:38:59,awsac,Auto,False,缺勤
201416920104,2017-07-13 09:39:36,wosasc,Auto,False,缺勤
201416920105,2017-07-13 09:36:33,Auto,Random,none,缺勤
201416920106,2017-07-13 09:41:22,woshi,Auto,True,出勤
201416920215,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920217,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920218,2017-07-13 09:36:33,Auto,Random,none,缺勤
201416920219,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920220,2017-07-13 09:41:28,none,Auto,False,缺勤
201412030210,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920401,2017-07-13 09:40:20,woshi,Auto,False,缺勤
201416920403,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920405,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920406,2017-07-13 09:41:28,none,Auto,False,缺勤
201416920401,2017-07-13 09:40:20,woshi,Auto,False,出勤
