StuID,checkinTime,ProofPath,checkinType,IsSuc,checkinResult
201416920215,2017-07-13 10:26:53,Auto,Random,none,init
201416920219,2017-07-13 10:26:53,Auto,Random,none,init
201416920220,2017-07-13 10:26:53,Auto,Random,none,init
201412030210,2017-07-13 10:26:53,Auto,Random,none,init
201412030210,2017-07-13 10:27:56,wo buzai,Random,False,
201412030210,2017-07-13 10:29:53,www,Auto,False,
201416920101,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920102,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920104,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920105,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920106,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920215,2017-07-13 10:26:53,Auto,Random,none,缺勤
201416920217,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920218,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920219,2017-07-13 10:26:53,Auto,Random,none,缺勤
201416920220,2017-07-13 10:26:53,Auto,Random,none,缺勤
201412030210,2017-07-13 10:29:53,www,Auto,False,缺勤
201416920401,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920403,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920405,2017-07-13 10:31:49,none,Auto,False,缺勤
201416920406,2017-07-13 10:31:49,none,Auto,False,缺勤
